Rating, Title, Text, Images, asin, Parent asin, user id, Timestamp, Verified purchase, Helpful vote
1.0,Not sure why this has good reviews. My devices had a hard time connecting,This devices brought my wifi network to its knees. Not sure why this has good reviews. My devices had a hard time connecting. And even if my devices weren't connected it would hog a bunch of bandwidth and slow the whole network. I personally would just buy an AirPort Extreme. That solved range problems for me.,[],B00L0YLRUW,B00L0YLRUW,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1439226089000,True,0
3.0,Works but corners crack,"Works well, but the corner of the plastic cracked and is broken after a month or so. I think at least 2 of the plastic corners are cracked now. still works but wish it was higher quality.",[],B00CB7W1GG,B01HHURN3W,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1408995743000,True,0
5.0,legit,legit.  love them.  I play with 1 in fully and 1 ear in 1/2.  really nice.  good product.  buy rechargeable batteries to go with them you'll save $$$,[],B004S2JX7W,B004S2JX7W,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1384912340000,True,1
3.0,marginal sound quality,"this really deserves 3 stars.  its not terrible, but its not great.  first is sound quality.  its not terrible.  2nd is limited distance.  its not terrible, but not great.<br /><br />I wish I had found a better product.",[],B0047T79VS,B0047T79VS,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1344406083000,True,0
5.0,Five Stars,These work great for 8x10 frames.,[],B00IXNUDG2,B00IXNUDG2,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556616080,True,0
5.0,... stronger WIFI to my upstairs level & it works great! Great value for the price,Bought to get stronger WIFI to my upstairs level & it works great! Great value for the price!,[],B00PVCXB4Y,B00PVCXB4Y,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556481268,True,0
5.0,My kids love the wi fi streaming options,This is the 3rd Sony Blu Ray player I have bought & have been impressed with them all. My kids love the wi fi streaming options.,[],B00TYFCJ8S,B00X5C22SS,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1461331182000,True,0
5.0,Love Otterbox cases,Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear.,[],B007Y2YVHU,B0BKQZGST4,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1428326275000,True,0
5.0,Five Stars,great product. high quality. fits perfectly.,[],B01LQF8B7G,B01LQF8B7G,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1486320479000,True,0
4.0,Four Stars,Pretty cool!!!<br /><br />Thanks Amazon.,[],B00ZV9RDKK,B075X8471B,AEM663T6XHZFWLODF4US2RCOCUSA,1509491262120,True,0
5.0,NO GLUE JUST SCREWS,It came in quickly.  My son and grandson put it together for me in about 3 or 4 hr.  Time out for dinner and couple of beers.  Back to putting it to finish and test it out.  TV hung perfectly.  Fit right in the same corner a much smaller stand was in Clean looks with the wires now.,[],B08C78SQPM,B0B2DLVCF3,AFE337D2J37YRU5U6MVTVKNDKWDA,1643011912524,True,0
5.0,Good choice,"Just a normal cable, works great for my external monitor!",[],B014I8UQJY,B0199HAOAU,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1597714311689,True,0
5.0,Good alarm clock,"I love this alarm. Bright, nice tone. The system is a little confusing but the manual helps a lot. Once you get the hang of it you'll love it. It's a nice gentle way to wake up.",[],B0093162RM,B0093162RM,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1578593798362,True,0
5.0,Works great!,"Works great with my pixel 2, I can charge quickly while listening to music.",[],B07FCZY1ZB,B07FCZY1ZB,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1544200044036,True,0
5.0,Great for music/podcasts and receiving calls,Works flawlessly! Great for music/podcasts and receiving calls. The microphone isn't set up that close to my face but still captures my voice clearly.,[],B00RH29CJO,B00RH29CJO,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1535118501776,True,0
5.0,Nice lightweight sleeve,I am not sure how much protection this provides - certainly less than a camera bag - but it will protect against scratches and small bumps. It's fairly thin. It fits my Canon EOS Rebel T6i w/ kit lens very well - like a glove.,[],B01976K5B6,B08P3VMW76,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1483327495000,True,0
5.0,better than I expected!,"Awesome product, fits well on my mac. Would definitely recommend.",[],B013KPXNSW,B013KPXNSW,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1453856042000,False,0
4.0,Did anyone use this for a recessed TV mount?,I believe the electrical boxes are made especially to fit in a recessed (in wall) TV mount fixture. That is perhaps why it is made narrower. In the comments I am not seeing anyone using it for this. I would love to hear if someone used it placed inside a recessed mount and how it worked.,[],B001PL3XJS,B0862W5BQ8,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1484481615000,False,0
5.0,Don't know why I didn't get one of these years ...,Don't know why I didn't get one of these years ago..it's saving me $9 a month rental fee i was paying Comcast,[],B004XC6GJ0,B004XC6GJ0,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1409848855000,True,0
5.0,Great portable monitor,"Worked great for a vacation monitor. Had no issues with my MacBook. Good resolution, no dead pixels. Very easy to carry around",[],B07V1SQ966,B0BNX9QVXZ,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1638832601151,True,0
5.0,All rounder!,"This has been a great headset for video conferencing all day. Comfort is great, mic quality is great and when I do play music it sounds great too.",[],B07Q9MJKBV,B0BN534JBB,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1603918014826,True,0
5.0,"Great, simple, strong",Can easily hold 2 pairs of headphones and looks great!,[],B07PQ334GJ,B08X4R1T16,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1601660312073,True,0
5.0,A great device to make any headphone wireless,Sound quality of my dt 990 much improved compared to just hooking up to my phone. Would recommend to everyone. Small and easy to use,[],B07ZK3M6XK,B08932J7NC,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1599158339350,True,0
5.0,Big hit at lunch,These are incredible value for the money. All of the included parts have worked for a few months and are still in great quality. We use them at lunch for an hour each day with smash.,[],B078LLS33F,B078LLS33F,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1570934951031,True,0
5.0,Easy and plentiful,"Stick great to my desk and provide ample spaces for all of my cords. The color coding is more useful than I thought originally. Since each one has two spots, I had enough for my desk and bed night stand.",[],B00V3KM73E,B00V3KLZSW,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1464791980000,True,0
5.0,Great RAM,"This pair is fantastic for the price I paid(just over 50$) . There are a little long and tall which forced me to move my two fans around them, but that is more case design flaw than anything. I haven't had any issues with them and have used PNY for a long time.",[],B012ASFKOU,B012ASFKOU,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1464791683000,True,0
4.0,good and cheap,Had for about a month now. Still running strong and keeping my twc ultimate internet on all 8 of my houses devices. Goes through three rooms and I'll lose just a small fraction of speed (10mbps loss for a ranch style house).,[],B001FWYGJS,B001FWYGJS,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1427592277000,True,0
5.0,Does what it is meant to do,"Very easy to configure, fits my 11.6&#34; Alienware very well. I can focus air on my Gpu and WASD keys to prevent from getting hot. Easy recommendation to anyone who needs a cooler for intense applications. My WASD keys barely get hot and my Gpu runs much more stable.",[],B00CPZJP7M,B08YP2F6VG,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1382629272000,True,4
5.0,Works great with my Samsung Galaxy Pro S5e,Everything works great on the hub with my Samsung Galaxy Pro S5e.,[],B07TVSLDND,B0C8HDXFXN,AEAUZK2OLWXD75AWJOCCGGCL3H2A,1593484216259,True,0
5.0,At first seemed DOA.,Must visually confirm that connector is fully extended by looking at slide groove.  Mine seemed DOA until I realized that  it wasn't making electrical connection.,[],B00RBGYGPG,B00RBGYGPG,AEAUZK2OLWXD75AWJOCCGGCL3H2A,1443274800000,True,0
5.0,Protects my power supply from small screws,Any small screw dropped in my computer case seemed to end up inside the bottom mounted power supply.  This filter will keep them out.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6196JJXVPVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B007EVDJV0,B007EVDJV0,AEAUZK2OLWXD75AWJOCCGGCL3H2A,1342554164000,True,1
5.0,5 stars but be careful that you get what you paid for,Bought four of these to use in a RAID.  All four of the boxes had PN: 98D648 - 550 on the box.  When I installed one of the drives it was smaller than the others.  PN on smaller drive's label was 98J146 - 308 and it was called a Barracuda 7200.10.  Larger drives were Barracuda 7200.11 9BX154 - 303 on the drive label.  Returned it and will check the replacement when it arrives.<br /><br />7/3/08 Received replacement drive and it was Barracuda 7200.11 9BX154 - 303.,[],B000EY5F5C,B00KLZLBCK,AEAUZK2OLWXD75AWJOCCGGCL3H2A,1214848351000,True,1
5.0,Cute for photos!,Thin material but perfect to hang for a photo backdrop. Very happy!,[],B07RJHQSGB,B09NHSGWPD,AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,1635870179357,True,0
1.0,Arrived damaged,Arrived damaged,[],B095KHWNLK,B095KHWNLK,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,1658263333664,True,0
5.0,Great,Fast charging,[],B07PGRR6QN,B08BRJ98H3,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,1606084429795,True,0
5.0,As good as advertised,This product is as good as advertised. The cost is attractive; considering you will likely replace them again in the future. I’ve attached a pic of the old and newly installed pads for comparison.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Nug5NTwhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07TZJ1CMC,B08912RRG5,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1653252147409,True,0
5.0,Good cord,Good cord. 15ft is exactly what I wanted.,[],B00DI89SLS,B07GVWH35S,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1560028052317,True,0
5.0,Great cover and protection,Fits my MacBook Air perfectly! Has a soft touch. Great product.,[],B06VTQK7CB,B06VTQK7CB,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1560014186774,True,0
1.0,Don’t buy this product,"DO NOT BUY THIS PRODUCT!! The first time I zipped the first pouch, the zipper broke. I tried another one, same thing,  zipper broke on the first try. HORRIBLE!!!",[],B0776DSP7Y,B0776DSP7Y,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1526085167886,True,1
2.0,Disappointed,Not very accurate in tracking steps taken.  Wrist band started coming off after 3 months of use.,[],B00N2BVOUE,B00NWXM5U0,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432345739000,True,0
5.0,Five Stars,Works great. Easy to install.,[],B00EVVGAFI,B01DDIAX1Q,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432345612000,True,0
2.0,Very Disappointing,Very very slow processor. Disappointing.,[],B00L49X8E6,B00L49X8E6,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432345403000,True,0
5.0,Great headsets,Great headsets. Comfortable. Great sound quality.,[],B005HS5MKS,B09HDZ8FQY,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432344106000,True,0
5.0,Great Case,"Great case. Fits both the iPad Air & Air 2. Comes with a removable inner lining. When removed it fits the iPad Air. Looks good. Bought it in December 2014, still in great shape.",[],B00PQBDQPO,B00PQBDQPO,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432344054000,True,0
5.0,Great Product,AWESOME sound!  Easy to install. The wireless subwoofer makes it easy to place any where in the room.,[],B00CRF9V2O,B00CRF9V2O,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432342639000,True,0
5.0,Great Product,Excellent sound. Easy to install.,[],B00BHC7ZTE,B00BHC7ZTE,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432342265000,True,0
4.0,Worthy Purchase!,"Arrived sooner than the original really long estimated date.  Packaged well.  Remote wall bracket included.  No ceiling or wall mounting hardware included for the screen.  Very quiet operation. Moves very slowly up/down, but no big problem as the projector is usually getting up to temperature.  High vinyl odor, but that's fading, since installed 4 days ago. Does hide-away nicely and seems unobtrusive.  Worthy purchase.",[],B00852JEPW,B00852JEPW,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1419885573000,True,0
2.0,This thing has a mind of its own…..,This cameras seems to focus on what “it” wants. I will try to capture and watch an area by moving the cameras visual area using the app but it will quickly return to another area. Not even the same area as was before I decided to look elsewhere. It tends to bounce anywhere it’s little heart desires causing me frustration and non use.,[],B07YB8HZ8T,B09ZTXZ1MQ,AERGOXGAFZ2J3ZMHXVLZQGTW36RA,1650083467057,True,0
5.0,Easy connect,A little crackly at times but not that noticeable. Just turn the volume up. Easy connect. Use everyday,[],B06XJ1YZSH,B09MYGF318,AHNCL7NLOKEPI7UADY4TIXN3UTFA,1614333940793,True,0
1.0,Junk,"To me, this was a waste of money. Not useful on a plane or really anywhere. Too short, once bent, leaving no surface space so phone wants to fall off. Don’t buy it. Save your money.",[],B072MBPWMV,B07VV6TT69,AFEAJQIVVIZCTKQNNHD73H7VQSPQ,1588171605329,True,0
5.0,Good purchase,Works great. Son uses it to hold Beats and Jaybirds. Traveled well and protected items.,[],B01EMYUOLE,B07BRHB8C1,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,1580471673218,True,0
5.0,Happy with purchase,Works great. No complaints!,[],B0714NB5TL,B07Z6BPJXQ,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,1546821300925,True,0
4.0,"Big,sturdy and easy zippers","My son likes it,holding up well considering how much weight he puts in it.So far so good!",[],B071ZYHCM6,B083YHS7SV,AFDERBL3G23J5U6HHQBAZLTREKOA,1647795494239,True,0
5.0,Five Stars,love them so much thank you,[],B002MAPSC6,B0046EDOWW,AHXSBZT52TCPZUBVCBRICTHWUCBA,1424355917000,True,0
5.0,Five Stars,awesome,[],B0045DT3A6,B0045DT3A6,AHXSBZT52TCPZUBVCBRICTHWUCBA,1424355889000,True,0
5.0,Great quality and fit!,Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1CQrIrEEVS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1N782roHJS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1IjjjNZs4S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1Vr2t8auTS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08215Z1M5,B09DSSQ52Q,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1619198055317,True,7
3.0,"Decent, but the design is flawed.",Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71q+aIZ2OVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07H3PN7K3,B07H3PN7K3,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1597959924239,True,0
5.0,Five Stars,Gift,[],B0733GXPYZ,B0733GXPYZ,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,1523660960862,True,0
2.0,Flimsy stamd,The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,[],B07TPLH5YK,B07TPLH5YK,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1622018763645,True,0
2.0,Manufacturers defect and terrible customer support.,Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,[],B07FPQ343D,B07FPQ343D,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1597775270949,True,0
5.0,Very nice! I love my new larger screen Kindle,Very nice!  I love my new larger screen Kindle.,[],B00VKIY9RG,B00VKIY9RG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1449000623000,True,2
5.0,Love it! It fits my Chromebook perfectly,Love it!  It fits my Chromebook perfectly.,[],B00J39BYSG,B07BJ8KD6X,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1435699671000,True,0
1.0,Horrible. It did not amplify anything,Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,[],B0061F6QUG,B0061F6QUG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1421083734000,False,0
5.0,Great quality and more stations than bunny ears,I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,[],B09DRXBKVG,B09DRXBKVG,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1633370907342,True,4
5.0,Excited to swim with these!!!,Pretty cool design...still figuring out how to get the mp3s added for swimming!,[],B09TB71VLY,B09TB71VLY,AGBUJDDLRJIUJFTKPABJT6CJTHRQ,1667533229459,True,0
5.0,Easy to install,"I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature.",[],B002N3MM6W,B002N3MM6W,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1589664572977,True,0
5.0,Recommended,Super happy and got it on promo! Would recommend,[],B01MZEEFNX,B07KTYJ769,AHZIJGKEWRTAEOZ673G5B3SNXEGQ,1602938037276,True,0
5.0,Dot,Love it,[],B07PGL2N7J,B07PGL2N7J,AHZIJGKEWRTAEOZ673G5B3SNXEGQ,1577750248406,True,0
5.0,Double Din Car Stereo Android 9.0 Quad Core 7 Inch HD,"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted",[],B07J2GSF3S,B07J2GSF3S,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1652912051169,True,0
3.0,Carxtc Double Din Install Car Stereo Dash Kit for a Aftermarket Radio,"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .",[],B07Z9QXZMW,B07Z9QXZMW,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1609829129344,True,1
4.0,ASURION 3 Year Portable Electronic Accident Protection Plan with Tech Support  $20-29.99,nice to have an accident plan just in case of the unexpected . . .,[],B07Q585X37,B07Q585X37,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976384165,True,0
4.0,ASURION 2 Year Portable Electronic Accident Protection Plan with Tech Support $150-174.99,good to have security just in case: not expecting any trouble tho. . .,[],B07P97SHQP,B07P97SHQP,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976242921,True,0
5.0,TOTO A6 Double Din Android Car Navigation Stereo with Dual Bluetooth - Standard A6Y2710SB,"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .",[],B07B3TX6MF,B07B3TX6MF,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1606976120998,True,1
4.0,Double Din Car Stereo GPS Navigation for Car 6.2 Inch Touch Screen,this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,[],B07WPY2W4Y,B07WPY2W4Y,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1602739379388,True,0
4.0,"Dual Electronics XDVD276BT 6.2"" LCD Touch Screen Double Din",easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,[],B083Z3QCY6,B083Z3QCY6,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1601415558295,True,2
4.0,good product at a decent price,a nice set of assortment screws for computer . . .,[],B07F71KFMQ,B07F71KFMQ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208636737,True,0
4.0,assemble as instructed,this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,[],B07547WSQQ,B07547WSQQ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208521372,True,0
4.0,use as intended,looks like original / wouldn't tell the difference if it didn't say replacement . . .,[],B07P7KG4TJ,B07P7KG4TJ,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1571208205557,True,0
